image,breed_id,species,breed
american_bulldog_191,36,dog,american_bulldog
Abyssinian_109,6,cat,Abyssinian
havanese_57,13,dog,havanese
chihuahua_121,23,dog,chihuahua
Siamese_49,5,cat,Siamese
saint_bernard_137,32,dog,saint_bernard
keeshond_99,28,dog,keeshond
Siamese_207,5,cat,Siamese
havanese_103,13,dog,havanese
staffordshire_bull_terrier_89,30,dog,staffordshire_bull_terrier
keeshond_138,28,dog,keeshond
saint_bernard_154,32,dog,saint_bernard
newfoundland_17,34,dog,newfoundland
beagle_12,35,dog,beagle
chihuahua_52,23,dog,chihuahua
British_Shorthair_42,8,cat,British_Shorthair
pug_102,27,dog,pug
pomeranian_198,31,dog,pomeranian
Siamese_97,5,cat,Siamese
Bengal_72,9,cat,Bengal
havanese_3,13,dog,havanese
wheaten_terrier_129,14,dog,wheaten_terrier
Maine_Coon_163,4,cat,Maine_Coon
great_pyrenees_68,12,dog,great_pyrenees
pomeranian_17,31,dog,pomeranian
Ragdoll_41,2,cat,Ragdoll
pug_201,27,dog,pug
British_Shorthair_271,8,cat,British_Shorthair
Bengal_116,9,cat,Bengal
Birman_201,10,cat,Birman
great_pyrenees_142,12,dog,great_pyrenees
american_pit_bull_terrier_54,26,dog,american_pit_bull_terrier
Abyssinian_154,6,cat,Abyssinian
staffordshire_bull_terrier_62,30,dog,staffordshire_bull_terrier
Egyptian_Mau_90,0,cat,Egyptian_Mau
staffordshire_bull_terrier_42,30,dog,staffordshire_bull_terrier
newfoundland_82,34,dog,newfoundland
keeshond_48,28,dog,keeshond
english_cocker_spaniel_54,29,dog,english_cocker_spaniel
Persian_18,1,cat,Persian
British_Shorthair_125,8,cat,British_Shorthair
scottish_terrier_99,24,dog,scottish_terrier
keeshond_77,28,dog,keeshond
Egyptian_Mau_67,0,cat,Egyptian_Mau
beagle_49,35,dog,beagle
Siamese_189,5,cat,Siamese
saint_bernard_164,32,dog,saint_bernard
leonberger_61,18,dog,leonberger
Ragdoll_173,2,cat,Ragdoll
samoyed_143,16,dog,samoyed
wheaten_terrier_178,14,dog,wheaten_terrier
miniature_pinscher_57,19,dog,miniature_pinscher
beagle_169,35,dog,beagle
wheaten_terrier_106,14,dog,wheaten_terrier
scottish_terrier_174,24,dog,scottish_terrier
miniature_pinscher_22,19,dog,miniature_pinscher
havanese_55,13,dog,havanese
pug_190,27,dog,pug
leonberger_13,18,dog,leonberger
miniature_pinscher_20,19,dog,miniature_pinscher
beagle_55,35,dog,beagle
Bengal_189,9,cat,Bengal
japanese_chin_95,22,dog,japanese_chin
Persian_12,1,cat,Persian
german_shorthaired_51,15,dog,german_shorthaired
american_bulldog_196,36,dog,american_bulldog
British_Shorthair_70,8,cat,British_Shorthair
Egyptian_Mau_73,0,cat,Egyptian_Mau
Birman_88,10,cat,Birman
chihuahua_162,23,dog,chihuahua
havanese_8,13,dog,havanese
shiba_inu_60,20,dog,shiba_inu
British_Shorthair_74,8,cat,British_Shorthair
Abyssinian_221,6,cat,Abyssinian
keeshond_182,28,dog,keeshond
Abyssinian_74,6,cat,Abyssinian
japanese_chin_61,22,dog,japanese_chin
leonberger_104,18,dog,leonberger
Siamese_88,5,cat,Siamese
Abyssinian_94,6,cat,Abyssinian
chihuahua_173,23,dog,chihuahua
pomeranian_191,31,dog,pomeranian
scottish_terrier_139,24,dog,scottish_terrier
pug_60,27,dog,pug
Egyptian_Mau_171,0,cat,Egyptian_Mau
Russian_Blue_142,11,cat,Russian_Blue
scottish_terrier_106,24,dog,scottish_terrier
saint_bernard_89,32,dog,saint_bernard
Ragdoll_1,2,cat,Ragdoll
British_Shorthair_95,8,cat,British_Shorthair
wheaten_terrier_84,14,dog,wheaten_terrier
Bengal_74,9,cat,Bengal
chihuahua_65,23,dog,chihuahua
Siamese_41,5,cat,Siamese
leonberger_142,18,dog,leonberger
Siamese_178,5,cat,Siamese
Birman_56,10,cat,Birman
american_pit_bull_terrier_123,26,dog,american_pit_bull_terrier
Abyssinian_50,6,cat,Abyssinian
german_shorthaired_19,15,dog,german_shorthaired
Birman_183,10,cat,Birman
samoyed_23,16,dog,samoyed
Ragdoll_133,2,cat,Ragdoll
yorkshire_terrier_173,25,dog,yorkshire_terrier
yorkshire_terrier_8,25,dog,yorkshire_terrier
great_pyrenees_159,12,dog,great_pyrenees
american_bulldog_140,36,dog,american_bulldog
Bengal_50,9,cat,Bengal
leonberger_138,18,dog,leonberger
Siamese_120,5,cat,Siamese
chihuahua_10,23,dog,chihuahua
english_setter_90,21,dog,english_setter
British_Shorthair_58,8,cat,British_Shorthair
german_shorthaired_54,15,dog,german_shorthaired
samoyed_34,16,dog,samoyed
english_setter_13,21,dog,english_setter
wheaten_terrier_95,14,dog,wheaten_terrier
Siamese_69,5,cat,Siamese
leonberger_55,18,dog,leonberger
pomeranian_64,31,dog,pomeranian
english_cocker_spaniel_63,29,dog,english_cocker_spaniel
miniature_pinscher_127,19,dog,miniature_pinscher
Birman_60,10,cat,Birman
Birman_199,10,cat,Birman
basset_hound_98,33,dog,basset_hound
Birman_142,10,cat,Birman
chihuahua_43,23,dog,chihuahua
pug_49,27,dog,pug
leonberger_49,18,dog,leonberger
miniature_pinscher_58,19,dog,miniature_pinscher
newfoundland_103,34,dog,newfoundland
miniature_pinscher_108,19,dog,miniature_pinscher
basset_hound_68,33,dog,basset_hound
Bombay_14,3,cat,Bombay
Bombay_36,3,cat,Bombay
newfoundland_123,34,dog,newfoundland
staffordshire_bull_terrier_110,30,dog,staffordshire_bull_terrier
Sphynx_205,7,cat,Sphynx
english_setter_165,21,dog,english_setter
staffordshire_bull_terrier_56,30,dog,staffordshire_bull_terrier
Persian_191,1,cat,Persian
shiba_inu_88,20,dog,shiba_inu
pug_174,27,dog,pug
Persian_100,1,cat,Persian
pomeranian_47,31,dog,pomeranian
havanese_40,13,dog,havanese
havanese_14,13,dog,havanese
english_cocker_spaniel_19,29,dog,english_cocker_spaniel
yorkshire_terrier_162,25,dog,yorkshire_terrier
pug_46,27,dog,pug
scottish_terrier_122,24,dog,scottish_terrier
pug_110,27,dog,pug
yorkshire_terrier_193,25,dog,yorkshire_terrier
boxer_54,17,dog,boxer
Siamese_89,5,cat,Siamese
Sphynx_157,7,cat,Sphynx
newfoundland_181,34,dog,newfoundland
japanese_chin_178,22,dog,japanese_chin
newfoundland_62,34,dog,newfoundland
newfoundland_83,34,dog,newfoundland
Maine_Coon_136,4,cat,Maine_Coon
american_bulldog_186,36,dog,american_bulldog
Maine_Coon_116,4,cat,Maine_Coon
Bengal_57,9,cat,Bengal
Siamese_99,5,cat,Siamese
havanese_187,13,dog,havanese
Sphynx_231,7,cat,Sphynx
great_pyrenees_140,12,dog,great_pyrenees
chihuahua_72,23,dog,chihuahua
keeshond_44,28,dog,keeshond
english_setter_32,21,dog,english_setter
Russian_Blue_113,11,cat,Russian_Blue
Persian_64,1,cat,Persian
basset_hound_141,33,dog,basset_hound
yorkshire_terrier_142,25,dog,yorkshire_terrier
english_setter_186,21,dog,english_setter
Bombay_179,3,cat,Bombay
Egyptian_Mau_42,0,cat,Egyptian_Mau
Ragdoll_183,2,cat,Ragdoll
samoyed_124,16,dog,samoyed
english_setter_93,21,dog,english_setter
basset_hound_168,33,dog,basset_hound
basset_hound_183,33,dog,basset_hound
shiba_inu_156,20,dog,shiba_inu
chihuahua_32,23,dog,chihuahua
english_cocker_spaniel_69,29,dog,english_cocker_spaniel
samoyed_88,16,dog,samoyed
japanese_chin_1,22,dog,japanese_chin
staffordshire_bull_terrier_186,30,dog,staffordshire_bull_terrier
pomeranian_174,31,dog,pomeranian
american_pit_bull_terrier_156,26,dog,american_pit_bull_terrier
samoyed_52,16,dog,samoyed
boxer_1,17,dog,boxer
wheaten_terrier_186,14,dog,wheaten_terrier
great_pyrenees_41,12,dog,great_pyrenees
beagle_116,35,dog,beagle
Maine_Coon_103,4,cat,Maine_Coon
basset_hound_149,33,dog,basset_hound
chihuahua_107,23,dog,chihuahua
havanese_68,13,dog,havanese
beagle_74,35,dog,beagle
shiba_inu_164,20,dog,shiba_inu
shiba_inu_82,20,dog,shiba_inu
samoyed_102,16,dog,samoyed
scottish_terrier_47,24,dog,scottish_terrier
leonberger_75,18,dog,leonberger
american_pit_bull_terrier_128,26,dog,american_pit_bull_terrier
wheaten_terrier_46,14,dog,wheaten_terrier
newfoundland_47,34,dog,newfoundland
yorkshire_terrier_169,25,dog,yorkshire_terrier
keeshond_111,28,dog,keeshond
havanese_105,13,dog,havanese
Persian_66,1,cat,Persian
pomeranian_109,31,dog,pomeranian
keeshond_93,28,dog,keeshond
newfoundland_140,34,dog,newfoundland
samoyed_157,16,dog,samoyed
Egyptian_Mau_151,0,cat,Egyptian_Mau
pomeranian_79,31,dog,pomeranian
havanese_145,13,dog,havanese
basset_hound_113,33,dog,basset_hound
beagle_153,35,dog,beagle
american_pit_bull_terrier_23,26,dog,american_pit_bull_terrier
keeshond_164,28,dog,keeshond
pomeranian_93,31,dog,pomeranian
japanese_chin_141,22,dog,japanese_chin
Siamese_168,5,cat,Siamese
Maine_Coon_9,4,cat,Maine_Coon
english_cocker_spaniel_136,29,dog,english_cocker_spaniel
staffordshire_bull_terrier_51,30,dog,staffordshire_bull_terrier
basset_hound_15,33,dog,basset_hound
staffordshire_bull_terrier_73,30,dog,staffordshire_bull_terrier
Bombay_30,3,cat,Bombay
beagle_129,35,dog,beagle
chihuahua_22,23,dog,chihuahua
yorkshire_terrier_32,25,dog,yorkshire_terrier
english_setter_7,21,dog,english_setter
shiba_inu_170,20,dog,shiba_inu
chihuahua_169,23,dog,chihuahua
english_cocker_spaniel_31,29,dog,english_cocker_spaniel
Sphynx_249,7,cat,Sphynx
havanese_18,13,dog,havanese
miniature_pinscher_51,19,dog,miniature_pinscher
Egyptian_Mau_82,0,cat,Egyptian_Mau
samoyed_87,16,dog,samoyed
wheaten_terrier_69,14,dog,wheaten_terrier
english_setter_148,21,dog,english_setter
newfoundland_112,34,dog,newfoundland
japanese_chin_25,22,dog,japanese_chin
boxer_6,17,dog,boxer
keeshond_160,28,dog,keeshond
chihuahua_101,23,dog,chihuahua
scottish_terrier_113,24,dog,scottish_terrier
leonberger_70,18,dog,leonberger
wheaten_terrier_165,14,dog,wheaten_terrier
Birman_89,10,cat,Birman
leonberger_168,18,dog,leonberger
basset_hound_121,33,dog,basset_hound
Maine_Coon_263,4,cat,Maine_Coon
pug_90,27,dog,pug
Sphynx_177,7,cat,Sphynx
boxer_25,17,dog,boxer
pomeranian_140,31,dog,pomeranian
saint_bernard_159,32,dog,saint_bernard
Maine_Coon_173,4,cat,Maine_Coon
Russian_Blue_177,11,cat,Russian_Blue
Maine_Coon_117,4,cat,Maine_Coon
Abyssinian_17,6,cat,Abyssinian
Egyptian_Mau_180,0,cat,Egyptian_Mau
keeshond_71,28,dog,keeshond
wheaten_terrier_111,14,dog,wheaten_terrier
american_pit_bull_terrier_37,26,dog,american_pit_bull_terrier
english_setter_135,21,dog,english_setter
japanese_chin_73,22,dog,japanese_chin
keeshond_35,28,dog,keeshond
Bengal_156,9,cat,Bengal
staffordshire_bull_terrier_54,30,dog,staffordshire_bull_terrier
boxer_57,17,dog,boxer
Ragdoll_72,2,cat,Ragdoll
Bombay_169,3,cat,Bombay
japanese_chin_110,22,dog,japanese_chin
german_shorthaired_41,15,dog,german_shorthaired
Sphynx_58,7,cat,Sphynx
leonberger_40,18,dog,leonberger
wheaten_terrier_167,14,dog,wheaten_terrier
pug_104,27,dog,pug
american_bulldog_139,36,dog,american_bulldog
Persian_78,1,cat,Persian
german_shorthaired_169,15,dog,german_shorthaired
Abyssinian_36,6,cat,Abyssinian
pug_173,27,dog,pug
english_cocker_spaniel_135,29,dog,english_cocker_spaniel
pug_199,27,dog,pug
scottish_terrier_167,24,dog,scottish_terrier
english_cocker_spaniel_188,29,dog,english_cocker_spaniel
Bengal_157,9,cat,Bengal
wheaten_terrier_170,14,dog,wheaten_terrier
beagle_73,35,dog,beagle
Maine_Coon_52,4,cat,Maine_Coon
Egyptian_Mau_185,0,cat,Egyptian_Mau
pomeranian_40,31,dog,pomeranian
Russian_Blue_125,11,cat,Russian_Blue
beagle_195,35,dog,beagle
shiba_inu_73,20,dog,shiba_inu
boxer_178,17,dog,boxer
Bombay_110,3,cat,Bombay
wheaten_terrier_76,14,dog,wheaten_terrier
saint_bernard_122,32,dog,saint_bernard
saint_bernard_141,32,dog,saint_bernard
japanese_chin_168,22,dog,japanese_chin
leonberger_123,18,dog,leonberger
samoyed_54,16,dog,samoyed
yorkshire_terrier_64,25,dog,yorkshire_terrier
British_Shorthair_124,8,cat,British_Shorthair
japanese_chin_29,22,dog,japanese_chin
Russian_Blue_107,11,cat,Russian_Blue
pug_194,27,dog,pug
staffordshire_bull_terrier_172,30,dog,staffordshire_bull_terrier
Maine_Coon_208,4,cat,Maine_Coon
British_Shorthair_30,8,cat,British_Shorthair
wheaten_terrier_190,14,dog,wheaten_terrier
samoyed_147,16,dog,samoyed
boxer_47,17,dog,boxer
Siamese_58,5,cat,Siamese
havanese_27,13,dog,havanese
miniature_pinscher_165,19,dog,miniature_pinscher
pug_52,27,dog,pug
Ragdoll_181,2,cat,Ragdoll
Siamese_91,5,cat,Siamese
Bengal_91,9,cat,Bengal
scottish_terrier_93,24,dog,scottish_terrier
Bombay_185,3,cat,Bombay
Bombay_134,3,cat,Bombay
keeshond_107,28,dog,keeshond
pug_9,27,dog,pug
german_shorthaired_130,15,dog,german_shorthaired
Bengal_36,9,cat,Bengal
Bengal_20,9,cat,Bengal
pug_66,27,dog,pug
yorkshire_terrier_46,25,dog,yorkshire_terrier
saint_bernard_195,32,dog,saint_bernard
samoyed_58,16,dog,samoyed
pomeranian_28,31,dog,pomeranian
leonberger_199,18,dog,leonberger
Bengal_191,9,cat,Bengal
Ragdoll_202,2,cat,Ragdoll
British_Shorthair_266,8,cat,British_Shorthair
samoyed_1,16,dog,samoyed
american_bulldog_44,36,dog,american_bulldog
chihuahua_45,23,dog,chihuahua
saint_bernard_82,32,dog,saint_bernard
leonberger_68,18,dog,leonberger
saint_bernard_149,32,dog,saint_bernard
miniature_pinscher_27,19,dog,miniature_pinscher
Birman_129,10,cat,Birman
great_pyrenees_180,12,dog,great_pyrenees
Egyptian_Mau_61,0,cat,Egyptian_Mau
pomeranian_105,31,dog,pomeranian
american_bulldog_138,36,dog,american_bulldog
Egyptian_Mau_222,0,cat,Egyptian_Mau
beagle_4,35,dog,beagle
Maine_Coon_10,4,cat,Maine_Coon
basset_hound_130,33,dog,basset_hound
staffordshire_bull_terrier_123,30,dog,staffordshire_bull_terrier
pug_138,27,dog,pug
saint_bernard_119,32,dog,saint_bernard
beagle_150,35,dog,beagle
great_pyrenees_100,12,dog,great_pyrenees
Maine_Coon_187,4,cat,Maine_Coon
shiba_inu_157,20,dog,shiba_inu
Maine_Coon_192,4,cat,Maine_Coon
Ragdoll_118,2,cat,Ragdoll
Birman_161,10,cat,Birman
miniature_pinscher_87,19,dog,miniature_pinscher
basset_hound_117,33,dog,basset_hound
english_cocker_spaniel_147,29,dog,english_cocker_spaniel
beagle_88,35,dog,beagle
great_pyrenees_29,12,dog,great_pyrenees
wheaten_terrier_148,14,dog,wheaten_terrier
keeshond_162,28,dog,keeshond
Sphynx_184,7,cat,Sphynx
Russian_Blue_264,11,cat,Russian_Blue
american_pit_bull_terrier_30,26,dog,american_pit_bull_terrier
leonberger_181,18,dog,leonberger
basset_hound_181,33,dog,basset_hound
staffordshire_bull_terrier_61,30,dog,staffordshire_bull_terrier
Maine_Coon_227,4,cat,Maine_Coon
leonberger_163,18,dog,leonberger
saint_bernard_189,32,dog,saint_bernard
beagle_58,35,dog,beagle
Abyssinian_120,6,cat,Abyssinian
english_setter_92,21,dog,english_setter
scottish_terrier_197,24,dog,scottish_terrier
Persian_75,1,cat,Persian
basset_hound_32,33,dog,basset_hound
Sphynx_3,7,cat,Sphynx
japanese_chin_113,22,dog,japanese_chin
Ragdoll_190,2,cat,Ragdoll
english_cocker_spaniel_47,29,dog,english_cocker_spaniel
basset_hound_78,33,dog,basset_hound
saint_bernard_187,32,dog,saint_bernard
British_Shorthair_98,8,cat,British_Shorthair
miniature_pinscher_91,19,dog,miniature_pinscher
miniature_pinscher_191,19,dog,miniature_pinscher
Russian_Blue_228,11,cat,Russian_Blue
german_shorthaired_122,15,dog,german_shorthaired
english_setter_50,21,dog,english_setter
pomeranian_121,31,dog,pomeranian
newfoundland_129,34,dog,newfoundland
keeshond_78,28,dog,keeshond
basset_hound_175,33,dog,basset_hound
great_pyrenees_162,12,dog,great_pyrenees
staffordshire_bull_terrier_158,30,dog,staffordshire_bull_terrier
Bengal_13,9,cat,Bengal
english_cocker_spaniel_16,29,dog,english_cocker_spaniel
german_shorthaired_89,15,dog,german_shorthaired
havanese_111,13,dog,havanese
Maine_Coon_82,4,cat,Maine_Coon
Egyptian_Mau_189,0,cat,Egyptian_Mau
yorkshire_terrier_146,25,dog,yorkshire_terrier
english_setter_16,21,dog,english_setter
pug_33,27,dog,pug
german_shorthaired_164,15,dog,german_shorthaired
staffordshire_bull_terrier_35,30,dog,staffordshire_bull_terrier
samoyed_110,16,dog,samoyed
wheaten_terrier_73,14,dog,wheaten_terrier
samoyed_109,16,dog,samoyed
leonberger_32,18,dog,leonberger
Persian_147,1,cat,Persian
pug_84,27,dog,pug
newfoundland_97,34,dog,newfoundland
american_pit_bull_terrier_154,26,dog,american_pit_bull_terrier
havanese_69,13,dog,havanese
newfoundland_24,34,dog,newfoundland
english_cocker_spaniel_89,29,dog,english_cocker_spaniel
pug_183,27,dog,pug
British_Shorthair_88,8,cat,British_Shorthair
wheaten_terrier_127,14,dog,wheaten_terrier
boxer_12,17,dog,boxer
miniature_pinscher_35,19,dog,miniature_pinscher
shiba_inu_171,20,dog,shiba_inu
shiba_inu_111,20,dog,shiba_inu
Bombay_77,3,cat,Bombay
boxer_109,17,dog,boxer
pomeranian_190,31,dog,pomeranian
British_Shorthair_144,8,cat,British_Shorthair
basset_hound_44,33,dog,basset_hound
american_pit_bull_terrier_17,26,dog,american_pit_bull_terrier
British_Shorthair_269,8,cat,British_Shorthair
german_shorthaired_187,15,dog,german_shorthaired
chihuahua_8,23,dog,chihuahua
pug_71,27,dog,pug
newfoundland_13,34,dog,newfoundland
Persian_158,1,cat,Persian
shiba_inu_132,20,dog,shiba_inu
english_cocker_spaniel_153,29,dog,english_cocker_spaniel
samoyed_55,16,dog,samoyed
pug_87,27,dog,pug
Siamese_254,5,cat,Siamese
Siamese_224,5,cat,Siamese
beagle_51,35,dog,beagle
Egyptian_Mau_128,0,cat,Egyptian_Mau
Egyptian_Mau_87,0,cat,Egyptian_Mau
basset_hound_60,33,dog,basset_hound
British_Shorthair_165,8,cat,British_Shorthair
wheaten_terrier_97,14,dog,wheaten_terrier
german_shorthaired_144,15,dog,german_shorthaired
Sphynx_51,7,cat,Sphynx
Siamese_125,5,cat,Siamese
miniature_pinscher_80,19,dog,miniature_pinscher
Bengal_55,9,cat,Bengal
yorkshire_terrier_2,25,dog,yorkshire_terrier
american_pit_bull_terrier_159,26,dog,american_pit_bull_terrier
scottish_terrier_52,24,dog,scottish_terrier
saint_bernard_43,32,dog,saint_bernard
boxer_56,17,dog,boxer
leonberger_134,18,dog,leonberger
yorkshire_terrier_7,25,dog,yorkshire_terrier
german_shorthaired_118,15,dog,german_shorthaired
japanese_chin_86,22,dog,japanese_chin
staffordshire_bull_terrier_16,30,dog,staffordshire_bull_terrier
german_shorthaired_139,15,dog,german_shorthaired
Siamese_116,5,cat,Siamese
basset_hound_47,33,dog,basset_hound
British_Shorthair_201,8,cat,British_Shorthair
keeshond_106,28,dog,keeshond
scottish_terrier_71,24,dog,scottish_terrier
Persian_82,1,cat,Persian
havanese_19,13,dog,havanese
Ragdoll_33,2,cat,Ragdoll
British_Shorthair_248,8,cat,British_Shorthair
american_pit_bull_terrier_188,26,dog,american_pit_bull_terrier
Bombay_16,3,cat,Bombay
samoyed_139,16,dog,samoyed
american_bulldog_86,36,dog,american_bulldog
great_pyrenees_34,12,dog,great_pyrenees
japanese_chin_144,22,dog,japanese_chin
Sphynx_250,7,cat,Sphynx
Birman_15,10,cat,Birman
Birman_35,10,cat,Birman
Bengal_125,9,cat,Bengal
Abyssinian_96,6,cat,Abyssinian
Ragdoll_51,2,cat,Ragdoll
pug_40,27,dog,pug
Maine_Coon_99,4,cat,Maine_Coon
english_cocker_spaniel_198,29,dog,english_cocker_spaniel
miniature_pinscher_197,19,dog,miniature_pinscher
boxer_157,17,dog,boxer
samoyed_71,16,dog,samoyed
Bombay_129,3,cat,Bombay
Egyptian_Mau_88,0,cat,Egyptian_Mau
beagle_17,35,dog,beagle
Maine_Coon_149,4,cat,Maine_Coon
Maine_Coon_89,4,cat,Maine_Coon
chihuahua_86,23,dog,chihuahua
shiba_inu_140,20,dog,shiba_inu
wheaten_terrier_26,14,dog,wheaten_terrier
yorkshire_terrier_13,25,dog,yorkshire_terrier
japanese_chin_115,22,dog,japanese_chin
Birman_62,10,cat,Birman
Maine_Coon_164,4,cat,Maine_Coon
Bengal_21,9,cat,Bengal
german_shorthaired_83,15,dog,german_shorthaired
Siamese_61,5,cat,Siamese
havanese_66,13,dog,havanese
havanese_33,13,dog,havanese
english_cocker_spaniel_12,29,dog,english_cocker_spaniel
staffordshire_bull_terrier_55,30,dog,staffordshire_bull_terrier
Siamese_111,5,cat,Siamese
staffordshire_bull_terrier_9,30,dog,staffordshire_bull_terrier
Persian_59,1,cat,Persian
Russian_Blue_30,11,cat,Russian_Blue
Bengal_121,9,cat,Bengal
leonberger_156,18,dog,leonberger
american_bulldog_198,36,dog,american_bulldog
Persian_171,1,cat,Persian
great_pyrenees_21,12,dog,great_pyrenees
saint_bernard_111,32,dog,saint_bernard
miniature_pinscher_76,19,dog,miniature_pinscher
havanese_70,13,dog,havanese
japanese_chin_72,22,dog,japanese_chin
Persian_14,1,cat,Persian
english_cocker_spaniel_42,29,dog,english_cocker_spaniel
yorkshire_terrier_164,25,dog,yorkshire_terrier
pomeranian_160,31,dog,pomeranian
Ragdoll_99,2,cat,Ragdoll
american_bulldog_77,36,dog,american_bulldog
Bombay_1,3,cat,Bombay
english_setter_104,21,dog,english_setter
english_setter_76,21,dog,english_setter
newfoundland_127,34,dog,newfoundland
great_pyrenees_172,12,dog,great_pyrenees
Abyssinian_104,6,cat,Abyssinian
pug_145,27,dog,pug
scottish_terrier_27,24,dog,scottish_terrier
wheaten_terrier_102,14,dog,wheaten_terrier
Persian_74,1,cat,Persian
British_Shorthair_37,8,cat,British_Shorthair
Persian_91,1,cat,Persian
american_pit_bull_terrier_131,26,dog,american_pit_bull_terrier
Russian_Blue_222,11,cat,Russian_Blue
Bombay_54,3,cat,Bombay
beagle_103,35,dog,beagle
Russian_Blue_204,11,cat,Russian_Blue
scottish_terrier_83,24,dog,scottish_terrier
pug_146,27,dog,pug
Birman_13,10,cat,Birman
British_Shorthair_265,8,cat,British_Shorthair
german_shorthaired_191,15,dog,german_shorthaired
Abyssinian_174,6,cat,Abyssinian
english_setter_73,21,dog,english_setter
english_cocker_spaniel_195,29,dog,english_cocker_spaniel
german_shorthaired_3,15,dog,german_shorthaired
japanese_chin_85,22,dog,japanese_chin
Siamese_186,5,cat,Siamese
miniature_pinscher_146,19,dog,miniature_pinscher
Bengal_98,9,cat,Bengal
german_shorthaired_44,15,dog,german_shorthaired
Siamese_34,5,cat,Siamese
american_bulldog_15,36,dog,american_bulldog
Birman_14,10,cat,Birman
staffordshire_bull_terrier_81,30,dog,staffordshire_bull_terrier
Abyssinian_166,6,cat,Abyssinian
english_setter_168,21,dog,english_setter
japanese_chin_21,22,dog,japanese_chin
staffordshire_bull_terrier_28,30,dog,staffordshire_bull_terrier
great_pyrenees_196,12,dog,great_pyrenees
pomeranian_54,31,dog,pomeranian
american_pit_bull_terrier_149,26,dog,american_pit_bull_terrier
american_bulldog_69,36,dog,american_bulldog
basset_hound_55,33,dog,basset_hound
basset_hound_190,33,dog,basset_hound
wheaten_terrier_35,14,dog,wheaten_terrier
english_cocker_spaniel_45,29,dog,english_cocker_spaniel
Bengal_141,9,cat,Bengal
american_pit_bull_terrier_26,26,dog,american_pit_bull_terrier
chihuahua_179,23,dog,chihuahua
pomeranian_117,31,dog,pomeranian
newfoundland_163,34,dog,newfoundland
havanese_13,13,dog,havanese
saint_bernard_185,32,dog,saint_bernard
Sphynx_178,7,cat,Sphynx
Bengal_68,9,cat,Bengal
miniature_pinscher_169,19,dog,miniature_pinscher
Russian_Blue_244,11,cat,Russian_Blue
chihuahua_60,23,dog,chihuahua
Maine_Coon_151,4,cat,Maine_Coon
pomeranian_65,31,dog,pomeranian
american_bulldog_214,36,dog,american_bulldog
pug_2,27,dog,pug
boxer_110,17,dog,boxer
Maine_Coon_182,4,cat,Maine_Coon
Bombay_24,3,cat,Bombay
miniature_pinscher_133,19,dog,miniature_pinscher
german_shorthaired_75,15,dog,german_shorthaired
beagle_136,35,dog,beagle
chihuahua_174,23,dog,chihuahua
chihuahua_92,23,dog,chihuahua
newfoundland_19,34,dog,newfoundland
beagle_22,35,dog,beagle
english_setter_105,21,dog,english_setter
pug_69,27,dog,pug
British_Shorthair_46,8,cat,British_Shorthair
boxer_77,17,dog,boxer
newfoundland_142,34,dog,newfoundland
Sphynx_54,7,cat,Sphynx
newfoundland_14,34,dog,newfoundland
great_pyrenees_170,12,dog,great_pyrenees
newfoundland_90,34,dog,newfoundland
basset_hound_23,33,dog,basset_hound
miniature_pinscher_54,19,dog,miniature_pinscher
great_pyrenees_1,12,dog,great_pyrenees
wheaten_terrier_81,14,dog,wheaten_terrier
pomeranian_51,31,dog,pomeranian
Abyssinian_67,6,cat,Abyssinian
newfoundland_60,34,dog,newfoundland
american_bulldog_168,36,dog,american_bulldog
english_setter_4,21,dog,english_setter
saint_bernard_155,32,dog,saint_bernard
basset_hound_129,33,dog,basset_hound
staffordshire_bull_terrier_107,30,dog,staffordshire_bull_terrier
Russian_Blue_170,11,cat,Russian_Blue
english_setter_54,21,dog,english_setter
english_cocker_spaniel_141,29,dog,english_cocker_spaniel
chihuahua_157,23,dog,chihuahua
chihuahua_145,23,dog,chihuahua
boxer_174,17,dog,boxer
shiba_inu_100,20,dog,shiba_inu
leonberger_136,18,dog,leonberger
Bombay_188,3,cat,Bombay
leonberger_91,18,dog,leonberger
Bengal_171,9,cat,Bengal
Siamese_171,5,cat,Siamese
yorkshire_terrier_144,25,dog,yorkshire_terrier
chihuahua_167,23,dog,chihuahua
Ragdoll_13,2,cat,Ragdoll
saint_bernard_190,32,dog,saint_bernard
Bengal_160,9,cat,Bengal
Egyptian_Mau_115,0,cat,Egyptian_Mau
Siamese_35,5,cat,Siamese
Birman_39,10,cat,Birman
Birman_5,10,cat,Birman
samoyed_27,16,dog,samoyed
Bombay_48,3,cat,Bombay
pomeranian_46,31,dog,pomeranian
pug_44,27,dog,pug
Sphynx_200,7,cat,Sphynx
Egyptian_Mau_56,0,cat,Egyptian_Mau
japanese_chin_140,22,dog,japanese_chin
wheaten_terrier_88,14,dog,wheaten_terrier
english_cocker_spaniel_144,29,dog,english_cocker_spaniel
yorkshire_terrier_123,25,dog,yorkshire_terrier
staffordshire_bull_terrier_7,30,dog,staffordshire_bull_terrier
newfoundland_43,34,dog,newfoundland
great_pyrenees_42,12,dog,great_pyrenees
beagle_199,35,dog,beagle
staffordshire_bull_terrier_11,30,dog,staffordshire_bull_terrier
Sphynx_102,7,cat,Sphynx
japanese_chin_37,22,dog,japanese_chin
japanese_chin_27,22,dog,japanese_chin
beagle_204,35,dog,beagle
Bengal_150,9,cat,Bengal
yorkshire_terrier_24,25,dog,yorkshire_terrier
